url,url_length,num_dots,has_https,num_subdomains,contains_ip,suspicious_words,label
https://wikipedia.org/about,27,1,1,0,0,0,1
http://verify-amazon.com-729.com,32,2,0,1,0,1,0
https://amazon.com/about,24,1,1,0,0,0,1
http://account-amazon.com-350.com,33,2,0,1,0,1,0
http://bank-microsoft.com-953.com,33,2,0,1,0,0,0
http://login-openai.com-813.com,31,2,0,1,0,1,0
http://login-wikipedia.org-454.com,34,2,0,1,0,1,0
http://verify-microsoft.com-196.com,35,2,0,1,0,1,0
http://verify-wikipedia.org-952.com,35,2,0,1,0,1,0
http://support-amazon.com-626.com,33,2,0,1,0,0,0
https://microsoft.com/docs,26,1,1,0,0,0,1
http://secure-microsoft.com-435.com,35,2,0,1,0,1,0
https://google.com/,19,1,1,0,0,0,1
http://account-wikipedia.org-864.com,36,2,0,1,0,1,0
https://wikipedia.org/home,26,1,1,0,0,0,1
http://update-google.com-396.com,32,2,0,1,0,1,0
https://openai.com/about,24,1,1,0,0,0,1
http://paypal-microsoft.com-505.com,35,2,0,1,0,0,0
https://wikipedia.org/,22,1,1,0,0,0,1
https://microsoft.com/,22,1,1,0,0,0,1
https://microsoft.com/,22,1,1,0,0,0,1
http://login-google.com-636.com,31,2,0,1,0,1,0
https://openai.com/home,23,1,1,0,0,0,1
http://bank-google.com-394.com,30,2,0,1,0,0,0
http://account-microsoft.com-172.com,36,2,0,1,0,1,0
http://paypal-wikipedia.org-101.com,35,2,0,1,0,0,0
https://wikipedia.org/home,26,1,1,0,0,0,1
http://secure-microsoft.com-132.com,35,2,0,1,0,1,0
http://account-amazon.com-699.com,33,2,0,1,0,1,0
http://verify-openai.com-901.com,32,2,0,1,0,1,0
https://amazon.com/docs,23,1,1,0,0,0,1
https://openai.com/home,23,1,1,0,0,0,1
https://microsoft.com/docs,26,1,1,0,0,0,1
https://google.com/,19,1,1,0,0,0,1
https://github.com/,19,1,1,0,0,0,1
https://microsoft.com/docs,26,1,1,0,0,0,1
http://support-google.com-739.com,33,2,0,1,0,0,0
https://wikipedia.org/,22,1,1,0,0,0,1
http://update-amazon.com-187.com,32,2,0,1,0,1,0
https://openai.com/home,23,1,1,0,0,0,1
http://bank-google.com-979.com,30,2,0,1,0,0,0
http://support-amazon.com-376.com,33,2,0,1,0,0,0
https://openai.com/about,24,1,1,0,0,0,1
http://support-github.com-449.com,33,2,0,1,0,0,0
http://support-github.com-203.com,33,2,0,1,0,0,0
http://account-wikipedia.org-955.com,36,2,0,1,0,1,0
http://support-openai.com-305.com,33,2,0,1,0,0,0
https://amazon.com/docs,23,1,1,0,0,0,1
http://support-openai.com-413.com,33,2,0,1,0,0,0
https://openai.com/about,24,1,1,0,0,0,1
https://google.com/,19,1,1,0,0,0,1
https://amazon.com/home,23,1,1,0,0,0,1
http://account-github.com-358.com,33,2,0,1,0,1,0
http://bank-microsoft.com-263.com,33,2,0,1,0,0,0
http://bank-amazon.com-903.com,30,2,0,1,0,0,0
https://amazon.com/,19,1,1,0,0,0,1
https://microsoft.com/,22,1,1,0,0,0,1
https://amazon.com/docs,23,1,1,0,0,0,1
https://amazon.com/about,24,1,1,0,0,0,1
https://wikipedia.org/docs,26,1,1,0,0,0,1
https://openai.com/about,24,1,1,0,0,0,1
http://paypal-amazon.com-558.com,32,2,0,1,0,0,0
http://login-microsoft.com-844.com,34,2,0,1,0,1,0
http://secure-github.com-303.com,32,2,0,1,0,1,0
http://account-microsoft.com-124.com,36,2,0,1,0,1,0
https://google.com/home,23,1,1,0,0,0,1
http://bank-github.com-535.com,30,2,0,1,0,0,0
https://openai.com/about,24,1,1,0,0,0,1
http://bank-github.com-323.com,30,2,0,1,0,0,0
http://account-openai.com-673.com,33,2,0,1,0,1,0
http://login-amazon.com-759.com,31,2,0,1,0,1,0
http://bank-amazon.com-538.com,30,2,0,1,0,0,0
http://login-microsoft.com-283.com,34,2,0,1,0,1,0
https://wikipedia.org/home,26,1,1,0,0,0,1
http://update-microsoft.com-793.com,35,2,0,1,0,1,0
http://support-microsoft.com-227.com,36,2,0,1,0,0,0
https://google.com/,19,1,1,0,0,0,1
http://paypal-github.com-927.com,32,2,0,1,0,0,0
http://support-wikipedia.org-964.com,36,2,0,1,0,0,0
http://paypal-google.com-354.com,32,2,0,1,0,0,0
https://openai.com/docs,23,1,1,0,0,0,1
https://wikipedia.org/home,26,1,1,0,0,0,1
https://github.com/,19,1,1,0,0,0,1
http://verify-wikipedia.org-484.com,35,2,0,1,0,1,0
https://microsoft.com/docs,26,1,1,0,0,0,1
https://openai.com/,19,1,1,0,0,0,1
https://amazon.com/,19,1,1,0,0,0,1
http://secure-amazon.com-457.com,32,2,0,1,0,1,0
http://support-wikipedia.org-713.com,36,2,0,1,0,0,0
https://amazon.com/docs,23,1,1,0,0,0,1
http://account-microsoft.com-744.com,36,2,0,1,0,1,0
https://github.com/about,24,1,1,0,0,0,1
https://github.com/,19,1,1,0,0,0,1
https://google.com/docs,23,1,1,0,0,0,1
http://bank-wikipedia.org-621.com,33,2,0,1,0,0,0
https://openai.com/about,24,1,1,0,0,0,1
https://microsoft.com/home,26,1,1,0,0,0,1
http://secure-google.com-930.com,32,2,0,1,0,1,0
https://openai.com/about,24,1,1,0,0,0,1
http://bank-openai.com-913.com,30,2,0,1,0,0,0
http://account-amazon.com-529.com,33,2,0,1,0,1,0
http://support-google.com-642.com,33,2,0,1,0,0,0
https://github.com/about,24,1,1,0,0,0,1
http://paypal-wikipedia.org-597.com,35,2,0,1,0,0,0
http://paypal-amazon.com-268.com,32,2,0,1,0,0,0
http://update-amazon.com-311.com,32,2,0,1,0,1,0
https://github.com/home,23,1,1,0,0,0,1
http://update-microsoft.com-968.com,35,2,0,1,0,1,0
https://openai.com/,19,1,1,0,0,0,1
https://github.com/,19,1,1,0,0,0,1
https://wikipedia.org/about,27,1,1,0,0,0,1
http://account-openai.com-726.com,33,2,0,1,0,1,0
https://github.com/home,23,1,1,0,0,0,1
http://verify-microsoft.com-896.com,35,2,0,1,0,1,0
http://account-github.com-616.com,33,2,0,1,0,1,0
http://support-github.com-285.com,33,2,0,1,0,0,0
http://account-github.com-146.com,33,2,0,1,0,1,0
https://openai.com/about,24,1,1,0,0,0,1
http://bank-microsoft.com-770.com,33,2,0,1,0,0,0
http://bank-openai.com-981.com,30,2,0,1,0,0,0
http://verify-microsoft.com-832.com,35,2,0,1,0,1,0
http://account-amazon.com-724.com,33,2,0,1,0,1,0
https://google.com/home,23,1,1,0,0,0,1
http://update-openai.com-594.com,32,2,0,1,0,1,0
https://github.com/,19,1,1,0,0,0,1
http://secure-github.com-193.com,32,2,0,1,0,1,0
http://support-openai.com-428.com,33,2,0,1,0,0,0
http://update-wikipedia.org-781.com,35,2,0,1,0,1,0
http://login-openai.com-188.com,31,2,0,1,0,1,0
https://amazon.com/docs,23,1,1,0,0,0,1
https://openai.com/,19,1,1,0,0,0,1
http://secure-wikipedia.org-665.com,35,2,0,1,0,1,0
https://wikipedia.org/docs,26,1,1,0,0,0,1
https://amazon.com/home,23,1,1,0,0,0,1
https://amazon.com/about,24,1,1,0,0,0,1
http://update-wikipedia.org-401.com,35,2,0,1,0,1,0
http://bank-github.com-815.com,30,2,0,1,0,0,0
http://update-wikipedia.org-989.com,35,2,0,1,0,1,0
http://account-amazon.com-154.com,33,2,0,1,0,1,0
http://account-amazon.com-247.com,33,2,0,1,0,1,0
http://login-amazon.com-994.com,31,2,0,1,0,1,0
http://paypal-microsoft.com-474.com,35,2,0,1,0,0,0
https://microsoft.com/home,26,1,1,0,0,0,1
https://wikipedia.org/about,27,1,1,0,0,0,1
http://account-amazon.com-962.com,33,2,0,1,0,1,0
http://paypal-openai.com-781.com,32,2,0,1,0,0,0
http://verify-amazon.com-102.com,32,2,0,1,0,1,0
https://google.com/docs,23,1,1,0,0,0,1
https://google.com/docs,23,1,1,0,0,0,1
http://bank-wikipedia.org-822.com,33,2,0,1,0,0,0
https://openai.com/docs,23,1,1,0,0,0,1
https://openai.com/home,23,1,1,0,0,0,1
https://microsoft.com/about,27,1,1,0,0,0,1
https://google.com/docs,23,1,1,0,0,0,1
https://microsoft.com/about,27,1,1,0,0,0,1
http://login-amazon.com-165.com,31,2,0,1,0,1,0
https://amazon.com/home,23,1,1,0,0,0,1
http://secure-google.com-935.com,32,2,0,1,0,1,0
https://microsoft.com/home,26,1,1,0,0,0,1
http://account-google.com-444.com,33,2,0,1,0,1,0
http://paypal-google.com-895.com,32,2,0,1,0,0,0
https://microsoft.com/about,27,1,1,0,0,0,1
https://amazon.com/,19,1,1,0,0,0,1
http://login-amazon.com-944.com,31,2,0,1,0,1,0
https://wikipedia.org/docs,26,1,1,0,0,0,1
https://openai.com/,19,1,1,0,0,0,1
https://microsoft.com/docs,26,1,1,0,0,0,1
https://openai.com/,19,1,1,0,0,0,1
https://openai.com/about,24,1,1,0,0,0,1
https://microsoft.com/home,26,1,1,0,0,0,1
https://amazon.com/about,24,1,1,0,0,0,1
http://update-wikipedia.org-147.com,35,2,0,1,0,1,0
http://secure-wikipedia.org-516.com,35,2,0,1,0,1,0
http://bank-github.com-221.com,30,2,0,1,0,0,0
http://update-google.com-535.com,32,2,0,1,0,1,0
http://support-github.com-847.com,33,2,0,1,0,0,0
http://account-microsoft.com-149.com,36,2,0,1,0,1,0
https://amazon.com/,19,1,1,0,0,0,1
http://verify-amazon.com-224.com,32,2,0,1,0,1,0
https://google.com/,19,1,1,0,0,0,1
http://paypal-github.com-216.com,32,2,0,1,0,0,0
http://login-microsoft.com-491.com,34,2,0,1,0,1,0
http://account-amazon.com-116.com,33,2,0,1,0,1,0
http://paypal-github.com-425.com,32,2,0,1,0,0,0
https://openai.com/,19,1,1,0,0,0,1
http://paypal-github.com-585.com,32,2,0,1,0,0,0
https://wikipedia.org/,22,1,1,0,0,0,1
http://login-wikipedia.org-979.com,34,2,0,1,0,1,0
https://wikipedia.org/,22,1,1,0,0,0,1
https://github.com/docs,23,1,1,0,0,0,1
https://amazon.com/docs,23,1,1,0,0,0,1
https://microsoft.com/,22,1,1,0,0,0,1
https://amazon.com/home,23,1,1,0,0,0,1
http://secure-microsoft.com-765.com,35,2,0,1,0,1,0
https://wikipedia.org/,22,1,1,0,0,0,1
https://google.com/about,24,1,1,0,0,0,1
https://google.com/home,23,1,1,0,0,0,1
http://update-openai.com-855.com,32,2,0,1,0,1,0
https://openai.com/about,24,1,1,0,0,0,1
http://secure-google.com-514.com,32,2,0,1,0,1,0
https://amazon.com/home,23,1,1,0,0,0,1
http://update-amazon.com-917.com,32,2,0,1,0,1,0
https://github.com/,19,1,1,0,0,0,1
http://account-wikipedia.org-731.com,36,2,0,1,0,1,0
https://github.com/,19,1,1,0,0,0,1
http://secure-amazon.com-272.com,32,2,0,1,0,1,0
http://verify-openai.com-211.com,32,2,0,1,0,1,0
https://github.com/home,23,1,1,0,0,0,1
https://github.com/about,24,1,1,0,0,0,1
https://openai.com/docs,23,1,1,0,0,0,1
http://update-google.com-305.com,32,2,0,1,0,1,0
https://amazon.com/about,24,1,1,0,0,0,1
http://secure-google.com-149.com,32,2,0,1,0,1,0
https://openai.com/,19,1,1,0,0,0,1
http://bank-google.com-742.com,30,2,0,1,0,0,0
http://update-github.com-329.com,32,2,0,1,0,1,0
http://support-github.com-455.com,33,2,0,1,0,0,0
https://openai.com/docs,23,1,1,0,0,0,1
http://support-github.com-902.com,33,2,0,1,0,0,0
https://openai.com/,19,1,1,0,0,0,1
https://microsoft.com/,22,1,1,0,0,0,1
https://amazon.com/home,23,1,1,0,0,0,1
http://login-amazon.com-441.com,31,2,0,1,0,1,0
http://secure-openai.com-300.com,32,2,0,1,0,1,0
https://amazon.com/home,23,1,1,0,0,0,1
http://support-openai.com-228.com,33,2,0,1,0,0,0
http://update-github.com-606.com,32,2,0,1,0,1,0
https://wikipedia.org/home,26,1,1,0,0,0,1
http://secure-google.com-469.com,32,2,0,1,0,1,0
https://amazon.com/docs,23,1,1,0,0,0,1
http://account-github.com-427.com,33,2,0,1,0,1,0
https://wikipedia.org/docs,26,1,1,0,0,0,1
https://github.com/home,23,1,1,0,0,0,1
https://wikipedia.org/,22,1,1,0,0,0,1
https://github.com/,19,1,1,0,0,0,1
http://secure-microsoft.com-524.com,35,2,0,1,0,1,0
https://amazon.com/about,24,1,1,0,0,0,1
http://update-google.com-427.com,32,2,0,1,0,1,0
http://update-google.com-777.com,32,2,0,1,0,1,0
https://github.com/,19,1,1,0,0,0,1
http://support-wikipedia.org-648.com,36,2,0,1,0,0,0
http://support-microsoft.com-445.com,36,2,0,1,0,0,0
http://update-github.com-194.com,32,2,0,1,0,1,0
http://secure-amazon.com-994.com,32,2,0,1,0,1,0
http://login-github.com-565.com,31,2,0,1,0,1,0
https://wikipedia.org/home,26,1,1,0,0,0,1
https://github.com/home,23,1,1,0,0,0,1
http://bank-google.com-556.com,30,2,0,1,0,0,0
https://amazon.com/,19,1,1,0,0,0,1
http://update-microsoft.com-376.com,35,2,0,1,0,1,0
http://support-amazon.com-619.com,33,2,0,1,0,0,0
http://login-amazon.com-573.com,31,2,0,1,0,1,0
http://bank-github.com-833.com,30,2,0,1,0,0,0
https://amazon.com/about,24,1,1,0,0,0,1
https://google.com/home,23,1,1,0,0,0,1
http://verify-amazon.com-235.com,32,2,0,1,0,1,0
http://login-openai.com-316.com,31,2,0,1,0,1,0
http://bank-wikipedia.org-398.com,33,2,0,1,0,0,0
https://amazon.com/home,23,1,1,0,0,0,1
https://wikipedia.org/home,26,1,1,0,0,0,1
http://secure-microsoft.com-215.com,35,2,0,1,0,1,0
https://google.com/,19,1,1,0,0,0,1
http://login-wikipedia.org-798.com,34,2,0,1,0,1,0
http://verify-amazon.com-953.com,32,2,0,1,0,1,0
https://wikipedia.org/home,26,1,1,0,0,0,1
http://account-openai.com-562.com,33,2,0,1,0,1,0
https://github.com/,19,1,1,0,0,0,1
http://update-amazon.com-135.com,32,2,0,1,0,1,0
http://verify-microsoft.com-530.com,35,2,0,1,0,1,0
https://wikipedia.org/docs,26,1,1,0,0,0,1
https://amazon.com/,19,1,1,0,0,0,1
http://verify-wikipedia.org-474.com,35,2,0,1,0,1,0
https://github.com/home,23,1,1,0,0,0,1
http://account-amazon.com-125.com,33,2,0,1,0,1,0
https://microsoft.com/docs,26,1,1,0,0,0,1
http://verify-google.com-644.com,32,2,0,1,0,1,0
http://bank-openai.com-735.com,30,2,0,1,0,0,0
https://github.com/about,24,1,1,0,0,0,1
https://github.com/home,23,1,1,0,0,0,1
https://github.com/home,23,1,1,0,0,0,1
https://microsoft.com/about,27,1,1,0,0,0,1
http://support-microsoft.com-911.com,36,2,0,1,0,0,0
https://google.com/,19,1,1,0,0,0,1
https://github.com/about,24,1,1,0,0,0,1
http://secure-google.com-497.com,32,2,0,1,0,1,0
http://login-openai.com-569.com,31,2,0,1,0,1,0
http://verify-github.com-444.com,32,2,0,1,0,1,0
https://github.com/,19,1,1,0,0,0,1
http://bank-wikipedia.org-634.com,33,2,0,1,0,0,0
https://amazon.com/home,23,1,1,0,0,0,1
https://openai.com/about,24,1,1,0,0,0,1
http://support-wikipedia.org-226.com,36,2,0,1,0,0,0
http://verify-wikipedia.org-763.com,35,2,0,1,0,1,0
https://microsoft.com/about,27,1,1,0,0,0,1
https://google.com/home,23,1,1,0,0,0,1
https://openai.com/home,23,1,1,0,0,0,1
http://account-openai.com-484.com,33,2,0,1,0,1,0
http://support-wikipedia.org-862.com,36,2,0,1,0,0,0
http://account-openai.com-575.com,33,2,0,1,0,1,0
https://google.com/docs,23,1,1,0,0,0,1
https://google.com/home,23,1,1,0,0,0,1
http://secure-microsoft.com-797.com,35,2,0,1,0,1,0
http://verify-microsoft.com-135.com,35,2,0,1,0,1,0
https://github.com/docs,23,1,1,0,0,0,1
http://paypal-microsoft.com-432.com,35,2,0,1,0,0,0
http://secure-microsoft.com-105.com,35,2,0,1,0,1,0
http://support-openai.com-176.com,33,2,0,1,0,0,0
https://amazon.com/about,24,1,1,0,0,0,1
https://openai.com/about,24,1,1,0,0,0,1
https://amazon.com/about,24,1,1,0,0,0,1
https://wikipedia.org/,22,1,1,0,0,0,1
http://login-github.com-365.com,31,2,0,1,0,1,0
https://openai.com/,19,1,1,0,0,0,1
http://bank-google.com-886.com,30,2,0,1,0,0,0
http://secure-github.com-641.com,32,2,0,1,0,1,0
https://amazon.com/home,23,1,1,0,0,0,1
https://github.com/docs,23,1,1,0,0,0,1
https://google.com/docs,23,1,1,0,0,0,1
https://github.com/home,23,1,1,0,0,0,1
https://google.com/,19,1,1,0,0,0,1
https://github.com/,19,1,1,0,0,0,1
https://amazon.com/home,23,1,1,0,0,0,1
http://support-amazon.com-336.com,33,2,0,1,0,0,0
https://github.com/about,24,1,1,0,0,0,1
http://verify-wikipedia.org-418.com,35,2,0,1,0,1,0
https://github.com/about,24,1,1,0,0,0,1
http://account-openai.com-360.com,33,2,0,1,0,1,0
https://github.com/,19,1,1,0,0,0,1
https://microsoft.com/about,27,1,1,0,0,0,1
https://wikipedia.org/docs,26,1,1,0,0,0,1
http://secure-openai.com-767.com,32,2,0,1,0,1,0
https://github.com/,19,1,1,0,0,0,1
https://google.com/docs,23,1,1,0,0,0,1
http://update-wikipedia.org-918.com,35,2,0,1,0,1,0
https://github.com/home,23,1,1,0,0,0,1
https://amazon.com/docs,23,1,1,0,0,0,1
http://secure-microsoft.com-381.com,35,2,0,1,0,1,0
https://github.com/,19,1,1,0,0,0,1
http://secure-amazon.com-195.com,32,2,0,1,0,1,0
https://openai.com/about,24,1,1,0,0,0,1
http://verify-github.com-330.com,32,2,0,1,0,1,0
http://paypal-amazon.com-916.com,32,2,0,1,0,0,0
http://bank-openai.com-263.com,30,2,0,1,0,0,0
http://support-google.com-764.com,33,2,0,1,0,0,0
https://openai.com/,19,1,1,0,0,0,1
http://secure-amazon.com-851.com,32,2,0,1,0,1,0
